ID,LATITUDE,LONGTITUDE,ELEVATION,NAME,
ASN00056122,-29.8833,151.4667,799.8,ELSMORE (PARADISE EAST OUTS,TAT
ASN00056123,-29.8783,151.4658,872,ELSMORE (PARADISE STATION),
ASN00056124,-29.8833,151.5667,1340,MAYBOLE (MELROSE),
ASN00056125,-29.8,151.6,975,MATHESON (MINUMURRA),
ASN00056126,-29.8167,151.6333,1115.6,FURRACABAD (CHERRY TREE HIL,L)
ASN00056127,-29.8833,151.6333,1204,GRAHAMS VALLEY (KIA ORA),
ASN00056128,-29.8265,151.5207,970,SWAN VALE (NUMERALLA),
ASN00056129,-29.8333,151.7333,1082,STONEHENGE (HAZELWOOD),
ASN00056130,-29.9167,151.6667,1155,GLENCOE (STRATHMORE),
ASN00056131,-29.7933,151.765,1080,STONEHENGE (BURNLEIGH),
ASN00056132,-29.8833,151.2,786.4,STANNIFER (DELMERE),
ASN00056133,-29.9667,151.2333,883.9,STANNIFER (KNAPSDALE),
ASN00056134,-29.9175,151.3244,947,TINGHA (BONNIE VIEW),
ASN00056135,-29.9333,151.45,975,WANDSWORTH (WOOMBI),
ASN00056136,-30.0667,151.5333,1061,WANDSWORTH (TEA TREE),
ASN00056137,-29.9333,151.5833,1313.7,BEN LOMOND (SPRINGWOOD),
ASN00056138,-29.9833,151.65,1392.9,BEN LOMOND (EMILY PARK),
ASN00056139,-29.9465,151.6066,1360,BEN LOMOND (KOALA),
ASN00056140,-29.4684,151.6667,930,EMMAVILLE (BEN VALE),
ASN00056141,-28.8867,152.1144,990,BOONOO BOONOO (CURRAWONG),
ASN00056142,-29.8,151.6,-999.9,FURRACABAD (AVONDALE),
ASN00056143,-30,151.6,-999.9,BEN LOMOND,
ASN00056144,-30.3,151.5,-999.9,BOOROLONG,
ASN00056145,-29.8,151.2,-999.9,ELSMORE,
ASN00056146,-29.8,151.9,-999.9,RED RANGE PUBLIC SCHOOL,
ASN00056147,-29.9,151.6,-999.9,STONEHENGE,
ASN00056148,-31,151.4,-999.9,WOOLBROOK 2,
ASN00056149,-29.8,152,-999.9,YARROW CREEK,
ASN00056150,-30.0667,151.1833,701,BUNDARRA (BASSENDEAN),
ASN00056151,-30.3333,151.0333,-999.9,CEDAR RISE (ABINDALE),
ASN00056152,-30.55,151.1333,-999.9,KINGSTOWN,
ASN00056153,-29.8,151.2,-999.9,ROSLYN,
ASN00056154,-29.7667,151.8833,-999.9,SHANNON VALE,
ASN00056155,-29.0667,152.0833,857,TENTERFIELD 2,
ASN00056156,-29.55,151.7833,-999.9,TREVAYLOR,
ASN00056157,-30.2,151.8833,-999.9,OBAN,
ASN00056159,-30.2667,151.4667,-999.9,DEVON COURT,
ASN00056161,-30.1575,151.8774,1325,GUYRA (GOWAN BRAE),
ASN00056163,-30.0006,151.8529,1275,MOUNT MITCHELL (TIRRANNA),
ASN00056164,-28.3734,152.393,910,LEGUME (ACACIA PLATEAU (VER,DAN
ASN00056165,-29.8109,151.233,651,ELSMORE (ELMORE STATION),
ASN00056166,-29.9667,151.1167,762,CLOVELLY,
ASN00056167,-30.0034,151.0833,790,STANBOROUGH (ROCKFIELD),
ASN00056168,-30.05,151.0667,756,BUNDARRA (GLEN HAZEL),
ASN00056169,-30.0242,151.1462,795,TINGHA (CHESTERTON),
ASN00056170,-30.0767,151.2067,705,TINGHA (MOOKI),
ASN00056171,-29.9833,151.2833,823,KOORINGLE,
ASN00056172,-30.0833,151.3167,944.9,WESTBROOK,
ASN00056173,-30.1167,151.1,676.7,TORSDALE,
ASN00056174,-30.2333,151.1333,688.8,LAURA,
ASN00056175,-30.2,151.1833,701,BUNDARRA (PRESTBURY),
ASN00056176,-30.1369,151.2581,756,BUNDARRA (BIMBADEEN),
ASN00056177,-30.3667,151.0833,722.4,BUNDARRA (FAIRFIELD),
ASN00056178,-30.2833,151.0167,710,BUNDARRA (THE CEDARS),
ASN00056179,-30.3667,150.9833,731.5,BRAMBLE BERRY,
ASN00056180,-30.2979,151.0772,715,BUNDARRA (SOUTH WINSCOMBE),
ASN00056182,-30.3,151.2833,730,BUNDARRA (BINDAWALLA),
ASN00056183,-30.3167,151.2,680,ABINGTON (GLANMIRE),
ASN00056184,-30.3667,151.2333,725.4,MERRIFIELD,
ASN00056185,-30.1833,151.3333,1080,TENTERDEN (RAMAH),
ASN00056186,-30.5667,151.9,-999.9,HILLGROVE (BURROWA),
ASN00056189,-30.0167,151.7,141.5,BEN LOMOND (MOUNT PLEASANT),
ASN00056190,-30.1333,151.6833,1280.2,GUYRA (LLANGOTHLIN),
ASN00056191,-30.45,151.6833,980,ARMIDALE (TILBUSTER),
ASN00056192,-30.5,151.1,731.5,KINGSTOWN 2,
ASN00056193,-29.6833,151.6667,-999.9,GLEN INNES (GLENDON 1),
ASN00056194,-29.2716,151.8612,930,TENTERFIELD (KOOKYNIE),
ASN00056195,-29.8333,151.3667,762,NEWSTEAD,
ASN00056196,-30.4667,151.5833,1066.8,DUMARESQ,
ASN00056197,-29.7,151.7,1145.1,TATIARA (GENCAIRN),
ASN00056198,-29.9453,151.2076,795,TINGHA (DARBYS ROAD),
ASN00056200,-30.5833,151.55,914.4,ARDING (BOOYONG),
ASN00056201,-31.3833,151.55,1310.6,NIANGALA (PINDARI TOPS),
ASN00056202,-28.9776,152.1552,820,BLACK SWAMP (MAXWELL),
ASN00056203,-29.0455,152.1343,865,BLACK SWAMP (ATHLYNE),
ASN00056204,-29.2167,151.95,640,SANDY FLAT (CRAIGNOOK),
ASN00056205,-29.8995,151.965,1105,PINKETT (BENBOOKRA),
ASN00056207,-28.5417,151.9909,870,MARYLAND,
ASN00056208,-28.4833,152.1333,678,CULLENDORE (BORDER),
ASN00056209,-29.7333,151.0833,616,INVERELL (YARRAWONGA),
ASN00056210,-29.2167,151.3833,335,BONSHAW (HAYSTACK),
ASN00056211,-28.91,152.2528,560,SANDY HILLS (TOURELLO PARK),
ASN00056212,-28.8433,152.2533,585,TENTERFIELD (SANDY HILL (BO,ORO
ASN00056213,-31.35,151.5333,1225.3,NIANGALA (THE FLAGS),
ASN00056214,-30.3123,150.9964,731,BUNDARRA (WILLOWBANK),
ASN00056215,-28.8833,152.1,944.9,BOONOO BOONOO POST OFFICE,
ASN00056216,-28.9667,151.55,390,MOLE RIVER (DARTHULA),
ASN00056217,-30.34,151.72,1310,GUYRA (SPRINGMOUNT),
ASN00056218,-30.35,151.3833,1025,BLACK MOUNTAIN (ST.ELMO),
ASN00056220,-29.7167,151.5,980,MATHESON (BRUDAV),
ASN00056221,-30.4833,151.5833,914,DUMARESQ (KIEWA),
ASN00056222,-29.9167,151.9833,1097.3,RED RANGE (COORUMBONG),
ASN00056225,-31.0333,151.65,1180,WALCHA (CHERRY BANK),
ASN00056228,-30.5078,151.1141,711,KINGSTOWN POST OFFICE,
ASN00056229,-30.2126,151.6787,1332,GUYRA HOSPITAL,94772
ASN00056231,-28.4083,152.3067,574,LEGUME POST OFFICE,
ASN00056233,-29.7753,151.4852,830,SWAN VALE (PIETA),
ASN00056234,-30.9874,151.5855,1120,WALCHA (THEE ST),
ASN00056236,-31.0109,151.6246,1151,WALCHA (INGLEWOOD),
ASN00056237,-29.8025,151.2726,700,INVERELL (ELSMORE VILLAGE),
ASN00056238,-30.5273,151.6158,1079,ARMIDALE AIRPORT AWS,95773
ASN00056239,-28.7014,152.0974,965,WILSONS DOWNFALL,
ASN00056240,-30.3358,151.7367,1340,GUYRA (BOX POINT),
ASN00056241,-29.6808,151.6253,1055,WELLINGROVE (MORILLA),
ASN00056242,-29.7796,151.1121,582,INVERELL (RAGLAN ST),GSN     95541
ASN00056243,-29.678,151.694,1044.3,GLEN INNES AIRPORT AWS,94588
ASN00057000,-30.2667,152.0167,914.4,ABERFOYLE,
ASN00057001,-30.3659,152.2315,1285,EBOR (GLENOWEN),
ASN00057002,-30.2,151.9,-999.9,BILLABONG,
ASN00057003,-28.737,152.6228,170,BONALBO POST OFFICE,
ASN00057004,-29.8317,152.4067,274.3,DALMORTON HOMESTEAD,
ASN00057005,-28.9279,152.3759,490,DRAKE (VILLAGE RESOURCE CEN,TRE
ASN00057006,-29.4667,152.45,97,DUMPE,
ASN00057007,-30.45,151.9167,609.9,ARMIDALE (FORGLEN),
ASN00057008,-30.75,152.2,-999.9,GEORGES CREEK,
ASN00057009,-28.9,152.3,670.6,GIRARD STATE FOREST,
ASN00057010,-30.4333,152.3292,1335,EBOR (KOTUPNA),
ASN00057011,-30.5774,152.1099,950,JEOGLA STATION,
ASN00057012,-30.4333,152,1004.9,KILCOY,
ASN00057013,-30.8,152.1,-999.9,KUNDERANG EAST (KENEBREE),
ASN00057014,-29.5577,152.1388,895,GLEN ELGIN (GLENBROOK),
ASN00057015,-28.6538,152.5953,190,OLD BONALBO POST OFFICE,
ASN00057016,-30.5053,152.3858,1350,NEW ENGLAND NAT.PARK (NEW E,NGL
ASN00057017,-30.6167,152.1833,1030,JEOGLA (JEOLGA OLD.SF.SITE),
ASN00057018,-28.8914,152.5663,130,TABULAM POST OFFICE,
ASN00057019,-28.9066,152.7255,185,MALLANGANEE (SANDILANDS ST),
ASN00057020,-28.4735,152.5481,370,URBENVILLE OLD POST OFFICE,
ASN00057021,-28.4667,152.55,365.8,URBENVILLE STATE FOREST,
ASN00057022,-30.4905,152.1004,980,WOLLOMOMBI (WALLAMUMBI),
ASN00057023,-30.2892,152.1701,1195,EBOR (WONGWIBINDA),
ASN00057024,-28.3879,152.6083,395,WOODENBONG (UNUMGAR ST),
ASN00057025,-29.2,152.3,-999.9,TENTERFIELD (SURFACE HILL),
ASN00057026,-28.2846,152.5034,565,OLD KOREELAH (WHITE SWAMP (,EDE
ASN00057027,-28.8167,152.6833,304.8,TUNGLEBUNG (WINGFIELD),
ASN00057028,-30.5644,151.907,997,HILLGROVE (HILLVIEW),
ASN00057029,-30.7167,151.8333,-999.9,URALLA (TALGAI),
ASN00057030,-30.3198,152.2383,1215,WONGWIBINDA (DIAMOND FALLS),
ASN00057031,-28.35,152.4333,1036.3,ACACIA PLATEAU (BELMONT),
ASN00057032,-30.4829,152.3025,1278,POINT LOOKOUT (YARAANDOO),
ASN00057033,-30.5112,152.0427,960,WOLLOMOMBI POST OFFICE,
ASN00057034,-30.45,151.8167,985,ARMIDALE (GOOYONG),
ASN00057035,-31.1333,152.1253,975,YARROWITCH (BENDITI),
ASN00057036,-30.8,151.8667,829,WALCHA (CHEYENNE),
ASN00057037,-31.1117,151.8014,1060,TIA (RAMBRAH),
ASN00057038,-30.4167,152.1667,-999.9,WOLLOMOMBI (MAIDEN CREEK HM,SD)
ASN00057039,-31.15,152,914.4,YARROWITCH (OAKLANDS),
ASN00057040,-30.4,151.95,-999.9,ROCKVALE (MACLEAY BASIN),
ASN00057041,-30.4833,152.3333,1265,SERPENTINE HATCHERY,
ASN00057042,-30.5333,152.15,970,WOLLOMOMBI (WAKEFIELD),
ASN00057043,-30.5,152.25,1110,WOLLOMOMBI (YOOROONAH),
ASN00057044,-30.7467,152.28,125,LOWER CREEK (MCCORMACKS FLA,T)
ASN00057045,-31.1893,151.8551,1130,TIA (HIGHRENT),
ASN00057046,-30.2853,151.8549,1315,GUYRA (MYLOE),
ASN00057047,-30.5333,151.9,975,HILLGROVE STATION 3,
ASN00057048,-30.5833,151.8167,920,ARMIDALE (GARA),
ASN00057049,-30.3122,152.052,1195,GUYRA  (LYNDHURST),
ASN00057050,-31.2166,151.6943,1275,BRACKENDALE (THE LAKE),
ASN00057051,-29.1912,152.5905,85,BARYULGIL (MOUNTAIN VIEW),
ASN00057052,-30.7274,152.254,130,LOWER CREEK (CEDAR PARK),
ASN00057053,-31.0099,151.7524,1110,WALCHA (PINDARI),
ASN00057056,-30.75,152.0667,920,WOLLOMOMBI (HALLS PEAK),
ASN00057060,-29.2,152.5,122,LIONSVILLE,
ASN00057061,-31.0833,151.75,-999.9,WATERLOO (WALCHA),
ASN00057062,-28.7167,152.1167,-999.9,WILLSONS DOWNFALL,
ASN00057063,-30.5,152,-999.9,ROCKVALE,
ASN00057064,-29.0667,152.65,137,TABULAM (KEEMBIN),
ASN00057066,-29.3466,152.5167,85,CARNHAM,
ASN00057067,-30.15,152.3833,853,HERNANI (MARENGO),
ASN00057068,-29.5717,152.5417,100,JACKADGERY OLD POST OFFICE,
ASN00057069,-29.8333,152.5833,243.8,BUCCARUMBI HOMESTEAD,
ASN00057071,-30.1333,152.1167,610,GUYRA (PONDEROSA),
ASN00057073,-29.85,152.3,356,NEWTON BOYD (BROADMEADOWS),
ASN00057074,-28.615,152.4117,335,URBENVILLE (CALDERWOOD GLEN,)
ASN00057075,-28.55,152.6,274.3,BONALBO OLD (KILLALIE),
ASN00057076,-29.7667,152.2167,426.7,GLEN INNES (ABBY GREEN),
ASN00057077,-29.2,152.5,135,BARYULGIL (YUGILBAR),
ASN00057078,-28.5333,152.7,274.3,BONALBO OLD (GLEN HUON HMSD,)
ASN00057079,-30.5178,152.0431,900,WOLLOMOMBI (WOLLOMOMBI RIVE,R)
ASN00057080,-28.9,152.7333,219.5,MALLANGANEE T.Q. GATE,
ASN00057082,-29.646,152.0936,970,GLEN INNES (MT MITCHELL FOR,EST
ASN00057084,-31,151.8167,1220,WALCHA (MOUNT VIEW),
ASN00057085,-28.568,152.5858,290,OLD BONALBO (ALCHERINGA),
ASN00057086,-31.2,152.1167,975.4,YARROWITCH (GLENFERRIE),
ASN00057087,-31.3167,151.9,853,YARROWITCH (AMAROO),
ASN00057088,-30.4167,151.8167,914.4,ARMIDALE (HERBERT PARK),
ASN00057089,-29.3467,152.615,170,FINE FLOWER CREEK (WAVE HIL,L)
ASN00057090,-29.4667,152.4833,90,CANGAI (HANGING ROCK),
ASN00057091,-30.7167,151.8531,1067,URALLA (BLUE NOBBY),
ASN00057092,-30.3667,151.9667,1127.8,ARMIDALE (GIRRAKOOL),
ASN00057093,-29.5101,152.4897,140,CANGAI (SMELTER CREEK),
ASN00057095,-28.7551,152.4507,555,TABULAM (MUIRNE),94587
ASN00057096,-28.75,152.4333,510,PRETTY GULLY (LANIKAI),
ASN00057097,-29.0333,152.5833,100.6,ALICE (TILBAROO),
ASN00057098,-29.0167,152.5667,140,ALICE (CLEVELAND),
ASN00057099,-29.1833,152.2333,355,TENTERFIELD (BILLARIMBA),
ASN00057100,-30.1333,152.0117,1185,WARDS MISTAKE STN,
ASN00057101,-30.2667,152.0333,1066.8,ABERFOYLE (BAMBI),
ASN00057102,-30.4489,152.3133,1355,EBOR (MAPLEWOOD),
ASN00057103,-30.0093,152.0101,975,KOOKABOOKRA,
ASN00057104,-31.2739,151.9655,1110,YARROWITCH (MARETTO),
ASN00057105,-31.0667,151.9167,1080,WALCHA (BULIMBA DOWNS),
ASN00057106,-30.39,151.815,1005,ARMIDALE (LOCH ABBA),
ASN00057107,-30.9678,151.8307,1310,WALCHA (ROWLEYS CREEK),
ASN00057109,-31.0567,151.7865,1025,WALCHA (FALLS VIEW),
ASN00057114,-29.1967,152.595,-999.9,BARYULGIL (CLARENCE RIVER),
ASN00057117,-30.7141,152.1978,175,GEORGES CREEK (MURRUNGI),
ASN00057118,-29.7639,152.2583,310,NEWTON BOYD (ROMSEY),
ASN00057119,-30.889,151.8547,1082,WALCHA (KARORI),
ASN00057120,-29.1961,152.72,270,BARYULGIL (MOOKIMA),
ASN00057121,-28.9759,152.7101,215,MALLANGANEE (HEREFORD HILLS,)
ASN00057122,-30.7775,152.33,130,COMARA (MCGEES FLAT),
ASN00057123,-29.7603,152.2057,325,NEWTON BOYD (ABBEY GREEN),
ASN00057124,-30.4833,152.398,1550,POINT LOOKOUT,
ASN00057125,-30.3969,152.358,1305,EBOR (PLEASANT VIEW),
ASN00057126,-30.4226,152.3103,1275,GUY FAWKES (KANGAROO CREEK),
ASN00057127,-28.989,152.5922,150,TABULAM (CLARENCE WAY),
ASN00058000,-28.85,153.45,160,ALSTONVILLE POST OFFICE,
ASN00058001,-28.8528,153.5691,3,BALLINA (CROWLEY VILLAGE),
ASN00058002,-28.6833,153.5333,46,BANGALOW MOTEL,
ASN00058003,-29.35,152.9833,80,BANYABBA STATE FOREST,
ASN00058004,-28.7856,152.7683,195,MUMMULGUM (BINGEEBEEBRA),
ASN00058005,-28.3981,153.1731,130,BRAYS CREEK (MISTY MOUNTAIN,)
ASN00058006,-29.5665,153.0811,8,BRUSHGROVE POST OFFICE,
ASN00058007,-28.6369,153.588,3,BYRON BAY (JACARANDA DRIVE),
ASN00058008,-29.6167,153.0667,3,CALLIOPE PUBLIC SCHOOL,
ASN00058009,-28.6388,153.6361,95,BYRON BAY (CAPE BYRON LIGHT,HOU
ASN00058010,-28.45,152.6,527,CASTILLE,
ASN00058011,-28.3146,153.275,35,CHILLINGHAM,
ASN00058012,-29.4333,153.3633,27.4,YAMBA PILOT STATION,GSN     94589
ASN00058013,-28.3167,153.4333,5,CONDONG SUGAR MILL,
ASN00058014,-29.5861,152.7759,25,COPMANHURST POST OFFICE,
ASN00058015,-28.9875,153.2874,6,CORAKI POST OFFICE,
ASN00058016,-28.424,152.7548,195,UNUMGAR (SUMMERLAND WAY),
ASN00058017,-28.3,153.55,18.3,CUDGEN PLANTATION,
ASN00058018,-28.8408,153.5181,30,CUMBALUM (FAIRVIEW),
ASN00058019,-28.5314,153.3151,230,DOON DOON (MCCABES ROAD),
ASN00058020,-28.2886,153.3651,20,MURWILLUMBAH (TALESWOOD),
ASN00058021,-28.6875,153.3186,167.6,DUNOON,
ASN00058022,-28.7567,152.8163,128,DYRAABA CREEK,
ASN00058023,-28.7908,153.3958,120,MCLEANS RIDGES (LASCOTT DRI,VE)
ASN00058024,-29.7,152.9,6.4,GRAFTON CITY COUNCIL,
ASN00058025,-29.7067,152.94,6,SOUTH GRAFTON POST OFFICE,
ASN00058026,-28.4414,152.8296,140,GREVILLIA (SUMMERLAND WAY),
ASN00058027,-29.4227,153.2533,2,HARWOOD ISLAND (HARWOOD SUG,AR
ASN00058028,-29.3842,152.7936,140,COALDALE (BELLONA),
ASN00058029,-28.2667,153.5833,43,KINGSCLIFF (CUDGEN HEADLAND,)
ASN00058030,-29.1333,152.8667,60,RAPPVILLE (KIPPENDUFF),
ASN00058031,-28.4667,153.25,61,KUNGHUR POST OFFICE,
ASN00058032,-28.6225,153.0036,80,KYOGLE POST OFFICE,
ASN00058033,-29.4967,153.1041,8,LAWRENCE POST OFFICE,
ASN00058034,-28.8,153.6,2,LENNOX HEAD,
ASN00058035,-28.6,153.2,43,LILLIAN ROCK,
ASN00058036,-28.31,153.2228,96,CHILLINGHAM (LIMPINWOOD),
ASN00058037,-28.807,153.2628,11,LISMORE (CENTRE STREET),
ASN00058038,-29.4521,153.2007,6,MACLEAN (MCLACHLAN STREET),
ASN00058039,-29.0375,152.6897,180,MOUNT PIKAPENE FORESTRY,
ASN00058040,-28.5451,153.4948,15,MULLUMBIMBY (FAIRVIEW FARM),
ASN00058041,-28.8,152.9,-999.9,MUMMULGUM,
ASN00058042,-28.3167,153.4,5.8,MURWILLUMBAH POST OFFICE,
ASN00058043,-28.7,153.5,30,NEWRYBAR,
ASN00058044,-28.5966,153.2233,70,NIMBIN POST OFFICE,
ASN00058045,-29.9691,152.7265,200,NYMBOIDA (ARMIDALE ROAD),
ASN00058046,-29.75,153.1167,24.4,PILLAR VALLEY,
ASN00058047,-29.6,153.2,15.2,PINE BRUSH STATE FOREST,
ASN00058048,-29.6,152.8,33.5,RAMORNIE,
ASN00058049,-28.6333,153.4,-999.9,ROCKY CREEK DAM,
ASN00058050,-28.4833,152.9167,152,ROSEBERRY STATE FOREST NURS,ERY
ASN00058051,-29.5667,153.0667,-999.9,SOUTHGATE,
ASN00058052,-29.2,153.2667,18.3,TABBIMOBILE STATE FOREST,
ASN00058053,-28.9333,153.15,17.1,TATHAM,
ASN00058054,-28.3644,153.1422,140,PUMPENBIL (TYALGUM),
ASN00058055,-29.4,153.1,9,TULLYMORGAN,
ASN00058056,-28.2025,153.5502,5,TWEED HEADS GOLF CLUB,
ASN00058057,-28.36,153.2078,55,TYALGUM (COODGEE STREET),
ASN00058058,-28.4167,153.3333,28,UKI (SUNNYVALE),
ASN00058059,-29.6309,153.0286,5,ULMARRA (NEWSAGENCY),
ASN00058060,-28.5988,153.3783,370,WHIAN WHIAN (RUMMERY PARK),
ASN00058061,-29.0713,153.3449,5,WOODBURN POST OFFICE,
ASN00058062,-28.9,153,51.8,WOODVIEW,
ASN00058063,-28.8755,153.0493,26,CASINO AIRPORT,94574
ASN00058064,-29.45,152.5833,-999.9,BOM BOM STATE FOREST,
ASN00058065,-29.0167,153.4333,6,BROADWATER SUGAR MILL,
ASN00058066,-28.5833,152.8333,-999.9,AFTERLEE POST OFFICE,
ASN00058067,-28.2406,153.3778,330,TOMEWIN (BORDER GATE),
ASN00058068,-29.4133,153.0153,110,LAWRENCE ROAD (PRINGLES WAY,)
ASN00058069,-28.65,153.1167,76.2,LARNOOK,
ASN00058070,-28.6384,153.4128,75,ROSEBANK (REPENTANCE CREEK),
ASN00058071,-28.8,153.3167,107,LISMORE (GOONELLEBAH),
ASN00058072,-28.6533,153.4542,175,FEDERAL POST OFFICE,
ASN00058073,-29.4945,152.7945,80,COPMANHURST  (STOCKYARD CRE,EK)
ASN00058074,-29.9312,152.8659,68,KANGAROO CREEK (JALOOM),
ASN00058075,-29.8,153.0167,40,GLENUGIE,
ASN00058076,-29.7,152.9333,8,GRAFTON SOUTH (PLUVIOGRAPH),
ASN00058077,-29.6224,152.9605,25,GRAFTON RESEARCH STN,95571
ASN00058078,-28.7777,153.1133,29,BENTLEY,
ASN00058079,-29.7619,153.1047,15,PILLAR VALLEY,
ASN00058080,-29.87,153.2653,5,WOOLI BEACH,
ASN00058081,-28.9667,152.8167,100,UPPER MONGOGARIE (KIMBERLEY,)
ASN00058082,-29.1,153.2,10,ABERDARE,
ASN00058083,-28.5,153.5,8,BILLINUDGEL,
ASN00058084,-28.2,153.6,-999.9,CARN BRAE,
ASN00058085,-28.7,153.4,23,CLUNES,
ASN00058086,-28.8,153.3,23,KOOLOOL,
ASN00058087,-28.7,153.5,30,PEARCES CREEK,
ASN00058088,-28.6724,152.9081,75,ETTRICK (CARARA),
ASN00058089,-28.9,153.5,3,PIMLICO,
ASN00058090,-28.5,152.9,300,ROSEBERRY,
ASN00058091,-28.8,153.5,55,SPRING HILL,
ASN00058092,-28.2,153.5333,-999.9,WARNLEIGH,
ASN00058093,-28.8194,153.4161,150,WOLLONGBAR (CENTRAL PARK DR,IVE
ASN00058094,-29.1,153.0667,-999.9,BRAEMAR,
ASN00058095,-29.0333,153.2833,5,BUNGAWALBIN,
ASN00058096,-29.75,153.1,-999.9,COLDSTREAM UPPER,
ASN00058097,-29.1514,153.2792,22,NEW ITALY (VINEYARD HAVEN),
ASN00058098,-29.7,152.8,-999.9,RAMORNIE 2,
ASN00058099,-29.2822,152.9888,50,WHIPORIE POST OFFICE,
ASN00058100,-29.3667,152.8167,91.4,ROSEBANK,
ASN00058101,-29,153.05,45.7,ELLANGOWAN (MOUNT BOOMERANG,)
ASN00058102,-29.737,152.7852,25,GRAFTON SOUTH (SOUTH GRAFTO,N
ASN00058103,-28.5513,153.5475,5,BRUNSWICK HEADS BOWLING CLU,B
ASN00058104,-28.7167,153.55,-999.9,KOREELAH,
ASN00058105,-29.2333,153.1,54.9,GIBBERAGEE,
ASN00058106,-28.6044,153.09,225,CAWONGLA,
ASN00058107,-28.45,153.4833,15,BURRINGBAR (HARNETT),
ASN00058108,-28.7667,153.0333,-999.9,BACKMEDE (GREEN GATES),
ASN00058109,-28.3672,153.1689,91,TYALGUM (KERRS LANE),
ASN00058110,-28.35,152.9667,167.6,COUGAL,
ASN00058111,-28.7167,152.8833,61,DOUBTFUL GREEK,
ASN00058112,-28.5833,152.9,182.9,EDEN CREEK,
ASN00058113,-28.4738,153.0861,210,GREEN PIGEON (MORNING VIEW),
ASN00058114,-28.5667,153.3667,244,HUON BROOK (MULLUMBIMBY),
ASN00058115,-28.3848,152.8788,145,GREVILLIA (GREVILLA (SUMMER,LAN
ASN00058116,-28.45,153,110,LYNCHS CREEK (WARRAZAMBLE R,OAD
ASN00058117,-28.7167,153.3,152.4,MODANVILLE,
ASN00058118,-28.4,153.3167,61,MOUNT WARNING,
ASN00058119,-28.85,152.9,70.1,PIORA,
ASN00058120,-28.75,153.1833,91.4,ROCK VALLEY POST OFFICE,
ASN00058121,-28.8,152.95,33.5,STRATHEDEN,
ASN00058122,-28.4167,152.75,274.3,UNUMGAR STATE FOREST,
ASN00058123,-28.2833,153.3167,61,UPPER CRYSTAL CREEK,
ASN00058124,-29.1333,153.0667,30.5,MAIN CAMP,
ASN00058125,-28.5467,153.2872,810,NIMBIN (MOUNT NARDI),
ASN00058126,-28.5833,152.7667,201.2,CLUNES (TOONUMBAR),
ASN00058127,-28.7319,153.4065,112,CLUNES (MAIN RD),
ASN00058128,-28.9,153.5833,-999.9,BALLINA WEST,
ASN00058129,-28.4658,153.2632,61,KUNGHUR (THE JUNCTION),
ASN00058130,-29.6823,152.9278,9,GRAFTON OLYMPIC POOL,94571
ASN00058131,-28.8521,153.4556,140,ALSTONVILLE TROPICAL FRUIT,RES         94583
ASN00058132,-28.7167,152.8667,91.4,DYRAABA CENTRAL,
ASN00058133,-28.7177,153.362,37,CORNDALE (WILLOW VALE),
ASN00058134,-28.7667,152.7667,365.8,THERESA CREEK (ROSEVIEW),
ASN00058135,-28.8926,153.4479,32,MEERSCHAUMVALE (MEERSCHAUM,VAL
ASN00058136,-28.9,153.5167,31,PIMLICO (AMAROO),
ASN00058137,-28.2562,153.5778,5,KINGSCLIFF (MARINE PARADE),
ASN00058138,-29.8445,152.903,45,KANGAROO CREEK  (HAYFIELD),
ASN00058139,-28.5917,152.8958,130,EDEN CREEK (KARINGAL),
ASN00058140,-28.5083,152.965,80,WIANGAREE BRIDGE (RICHMOND,RIV
ASN00058141,-28.4119,152.9827,160,LOADSTONE (HIGH VIEW),
ASN00058142,-28.2333,153.4667,38.1,BILAMBIL,
ASN00058144,-29.05,152.8,100,RAPPVILLE (BUSBY FLAT),
ASN00058145,-29.6667,153.1,7.6,TUCABIA,
ASN00058146,-28.6211,152.9977,55,KYOGLE (LARKIN STREET),
ASN00058147,-28.6696,153.2789,35,THE CHANNON,
ASN00058148,-28.5276,153.1519,345,LILLIAN ROCK (WILLIAMS ROAD,)
ASN00058149,-29.4053,153.3526,3,ILUKA (OWEN ST),
ASN00058150,-28.2583,153.32,91,UPPER CRYSTAL CREEK (ARKUNA,)
ASN00058151,-28.75,152.85,152.4,DYRAABA CREEK (TUBUMOREY),
ASN00058152,-29.5378,153.1657,15,MACLEAN (SOUTH ARM),
ASN00058153,-28.2333,153.4333,36.6,CAROOL (STITZS),
ASN00058154,-28.9667,153.05,38.1,ELLANGOWAN (YORKLEA ROAD),
ASN00058155,-29.7167,153.1167,-999.9,ULMARRA (COLLETTS ISLAND),
ASN00058156,-28.3418,153.1652,138,TYALGUM (WARNING VIEW),
ASN00058157,-29,153.05,38,ELLANGOWAN (EAGLEHAWK),
ASN00058158,-28.3395,153.3809,8,MURWILLUMBAH (BRAY PARK),94582
ASN00058159,-29.1,153.45,25,EVANS HEAD AMO,
ASN00058161,-29.7583,153.0297,25.1,GRAFTON AIRPORT AWS,95570
ASN00058162,-28.7278,153.4622,30,NASHUA (WILSONS RIVER),
ASN00058163,-28.2167,153.4667,140,TERRANORA,
ASN00058164,-29.1333,153.45,31,EVANS HEAD (ANSON AVENUE),
ASN00058165,-28.6229,153.409,140,ROSEBANK (UPPER COOPERS CRE,EK)
ASN00058166,-29.4,153.2167,3,WARREGAH ISLAND,
ASN00058167,-28.4147,153.3339,30,UKI (TWEED RIVER),
